Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,num_hashtags,avg_hashtag_length,engagement_rate,like_retweet_ratio,cleaned_text,textblob_polarity,textblob_subjectivity,vader_compound,vader_sentiment,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,will_trend
10,10, Just published a new blog post. Check it out!      , Positive  ,2023-01-17 15:15:00, BloggerX     , Instagram , #Blogging #NewPost                      ,22.0,45.0,USA,2023,1,17,15,2,8.5,0.5583333333333333,1.9565217391304348,published new blog post check,0.13636363636363635,0.45454545454545453,0.0,neutral,15,1,1,0,-0.7071067811865471,-0.7071067811865479,0
11,11, Feeling a bit under the weather today.             , Negative  ,2023-01-18 10:30:00, WellnessCheck, Twitter  , #SickDay #Health                        ,7.0,15.0, Canada   ,2023,1,18,10,2,7.5,0.18333333333333332,1.875,feeling bit weather today,0.0,0.0,0.128,positive,10,2,1,0,0.49999999999999994,-0.8660254037844387,0
12,12, Exploring the city's hidden gems.                  , Positive  ,2023-01-18 14:50:00, UrbanExplorer, Facebook , #CityExplore #HiddenGems                ,12.0,25.0, UK       ,2023,1,18,14,2,11.5,0.30833333333333335,1.9230769230769231,exploring city hidden gem,-0.16666666666666666,0.3333333333333333,0.0,neutral,14,2,1,0,-0.4999999999999997,-0.8660254037844388,0
13,13," New year, new fitness goals! 💪                    ", Positive  ,2023-01-18 18:00:00, FitJourney   , Instagram , #NewYear #FitnessGoals                  ,28.0,55.0, USA        ,2023,1,18,18,2,10.5,0.6916666666666667,1.896551724137931,new year new fitness goal,0.13636363636363635,0.45454545454545453,0.3382,positive,18,2,1,0,-1.0,-1.8369701987210297e-16,0
14,14, Technology is changing the way we live.            , Neutral   ,2023-01-19 09:45:00, TechEnthusiast, Twitter  , #Tech #Innovation                       ,15.0,30.0, India    ,2023,1,19,9,2,8.0,0.375,1.875,technology changing way live,0.13636363636363635,0.5,0.0,neutral,9,3,1,0,0.7071067811865476,-0.7071067811865475,0
15,15, Reflecting on the past and looking ahead.          , Positive  ,2023-01-19 13:20:00, Reflections  , Facebook , #Reflection #Future                     ,20.0,40.0, USA      ,2023,1,19,13,2,9.0,0.5,1.9047619047619047,reflecting past looking ahead,-0.25,0.25,0.0,neutral,13,3,1,0,-0.2588190451025208,-0.9659258262890683,0
16,16, Just adopted a cute furry friend! 🐾              , Positive  ,2023-01-19 17:10:00, PetAdopter   , Instagram , #PetAdoption #FurryFriend               ,15.0,30.0, Canada    ,2023,1,19,17,2,12.0,0.375,1.875,adopted cute furry friend,0.5,1.0,0.7574,positive,17,3,1,0,-0.9659258262890683,-0.25881904510252063,0
17,17, Late-night gaming session with friends.            , Positive  ,2023-01-20 00:05:00, GamerX       , Twitter  , #Gaming #LateNight                      ,18.0,35.0, UK       ,2023,1,20,0,2,8.5,0.44166666666666665,1.8421052631578947,latenight gaming session friend,0.0,0.0,0.4767,positive,0,4,1,0,0.0,1.0,0
18,18, Attending a virtual conference on AI.              , Neutral   ,2023-01-20 11:30:00, TechConference, Facebook , #AI #TechConference                     ,25.0,50.0,USA,2023,1,20,11,2,9.0,0.625,1.9230769230769231,attending virtual conference ai,0.0,0.0,0.0,neutral,11,4,1,0,0.258819045102521,-0.9659258262890682,0
19,19, Winter blues got me feeling low.                   , Negative  ,2023-01-20 15:15:00, WinterBlues  , Instagram , #WinterBlues #Mood                      ,8.0,15.0, USA       ,2023,1,20,15,2,8.5,0.19166666666666668,1.6666666666666667,winter blue got feeling low,0.0,0.2,-0.1531,negative,15,4,1,0,-0.7071067811865471,-0.7071067811865479,0
20,20, Sipping coffee and enjoying a good book.           , Positive  ,2023-01-21 08:40:00, Bookworm     , Twitter  , #Reading #CoffeeTime                    ,22.0,45.0, India    ,2023,1,21,8,2,9.5,0.5583333333333333,1.9565217391304348,sipping coffee enjoying good book,0.6,0.6000000000000001,0.743,positive,8,5,1,1,0.8660254037844387,-0.4999999999999998,0
21,21, Exploring the world of virtual reality.            , Positive  ,2023-01-21 13:20:00, VRExplorer   , Facebook , #VR #VirtualReality                     ,15.0,30.0,USA,2023,1,21,13,2,9.0,0.375,1.875,exploring world virtual reality,0.0,0.0,0.0,neutral,13,5,1,1,-0.2588190451025208,-0.9659258262890683,0
22,22, Productive day ticking off my to-do list.          , Positive  ,2023-01-21 16:45:00, ProductivityPro, Instagram , #Productivity #WorkFromHome           ,30.0,60.0, USA ,2023,1,21,16,2,13.0,0.75,1.935483870967742,productive day ticking todo list,0.0,0.0,0.0,neutral,16,5,1,1,-0.8660254037844385,-0.5000000000000004,1
23,23, Just finished a challenging workout routine.       , Positive  ,2023-01-22 09:15:00, FitnessWarrior, Twitter  , #Fitness #ChallengeAccepted             ,20.0,40.0, UK       ,2023,1,22,9,2,13.0,0.5,1.9047619047619047,finished challenging workout routine,0.5,1.0,0.1531,positive,9,6,1,1,0.7071067811865476,-0.7071067811865475,0
24,24, Celebrating a milestone at work! 🎉               , Positive  ,2023-01-22 14:30:00, CareerMilestone, Facebook , #Career #Milestone                      ,12.0,25.0, Canada  ,2023,1,22,14,2,8.5,0.30833333333333335,1.9230769230769231,celebrating milestone work,0.0,0.0,0.6114,positive,14,6,1,1,-0.4999999999999997,-0.8660254037844388,0
25,25, Sunday brunch with friends.                        , Positive  ,2023-01-22 12:00:00, BrunchBuddy  , Instagram , #Brunch #Friends                       ,15.0,30.0, UK ,2023,1,22,12,2,7.5,0.375,1.875,sunday brunch friend,0.0,0.0,0.4767,positive,12,6,1,1,1.2246467991473532e-16,-1.0,0
27,28, Learning a new language for personal growth.       , Positive  ,2023-01-23 16:20:00, LanguageLearner, Facebook , #LanguageLearning #PersonalGrowth       ,25.0,50.0, India     ,2023,1,23,16,2,16.0,0.625,1.9230769230769231,learning new language personal growth,0.06818181818181818,0.37727272727272726,0.3818,positive,16,0,1,0,-0.8660254037844385,-0.5000000000000004,0
28,29, Quiet evening with a good book.                    , Positive  ,2023-01-23 19:45:00, BookLover    , Instagram , #Reading #QuietTime                     ,15.0,30.0, Australia ,2023,1,23,19,2,9.0,0.375,1.875,quiet evening good book,0.35,0.4666666666666667,0.4404,positive,19,0,1,0,-0.9659258262890684,0.2588190451025203,0
29,30, Reflecting on the importance of mental health.     , Positive  ,2023-01-24 11:30:00, MentalHealthMatters, Twitter  , #MentalHealth #SelfCare                 ,22.0,45.0, USA      ,2023,1,24,11,2,11.0,0.5583333333333333,1.9565217391304348,reflecting importance mental health,-0.1,0.2,0.3612,positive,11,1,1,0,0.258819045102521,-0.9659258262890682,0
30,31, New painting in progress! 🎨                       , Positive  ,2023-01-24 15:00:00, ArtistInAction, Facebook , #Art #PaintingInProgress             ,12.0,25.0, Canada ,2023,1,24,15,2,11.5,0.30833333333333335,1.9230769230769231,new painting progress,0.13636363636363635,0.45454545454545453,0.4753,positive,15,1,1,0,-0.7071067811865471,-0.7071067811865479,0
31,32, Weekend road trip to explore scenic views.         , Positive  ,2023-01-24 17:30:00, RoadTripper  , Instagram , #RoadTrip #ScenicViews                  ,18.0,35.0, UK        ,2023,1,24,17,2,10.5,0.44166666666666665,1.8421052631578947,weekend road trip explore scenic view,0.0,0.0,0.0,neutral,17,1,1,0,-0.9659258262890683,-0.25881904510252063,0
32,33, Enjoying a cup of tea and watching the sunset.     , Positive  ,2023-01-25 18:00:00, SunsetWatcher, Twitter  , #TeaTime #Sunset                       ,15.0,30.0, India    ,2023,1,25,18,2,7.5,0.375,1.875,enjoying cup tea watching sunset,0.5,0.6,0.5267,positive,18,2,1,0,-1.0,-1.8369701987210297e-16,0
33,34, Coding a new project with enthusiasm.              , Positive  ,2023-01-25 13:15:00, CodeEnthusiast, Facebook , #Coding #Enthusiasm                   ,30.0,60.0, USA ,2023,1,25,13,2,9.0,0.75,1.935483870967742,coding new project enthusiasm,0.13636363636363635,0.45454545454545453,0.4404,positive,13,2,1,0,-0.2588190451025208,-0.9659258262890683,1
34,35, Feeling inspired after attending a workshop.       , Positive  ,2023-01-26 09:45:00, WorkshopAttendee, Instagram , #Inspiration #Workshop                  ,25.0,50.0,USA,2023,1,26,9,2,10.5,0.625,1.9230769230769231,feeling inspired attending workshop,0.0,0.0,0.5719,positive,9,3,1,0,0.7071067811865476,-0.7071067811865475,0
35,36, Winter sports day at the local park.               , Positive  ,2023-01-26 14:20:00, WinterSports  , Twitter  , #WinterSports #Fun                     ,15.0,30.0, Canada   ,2023,1,26,14,2,8.5,0.375,1.875,winter sport day local park,0.0,0.0,0.0,neutral,14,3,1,0,-0.4999999999999997,-0.8660254037844388,0
36,37, Quality time with family this weekend.             , Positive  ,2023-01-26 17:40:00, FamilyTime   , Facebook , #FamilyTime #Weekend                    ,22.0,45.0, UK        ,2023,1,26,17,2,9.5,0.5583333333333333,1.9565217391304348,quality time family weekend,0.0,0.0,0.0,neutral,17,3,1,0,-0.9659258262890683,-0.25881904510252063,0
37,38, Attending a live music concert tonight.            , Positive  ,2023-01-27 20:00:00, MusicLover   , Instagram , #Music #ConcertNight                  ,18.0,35.0, USA ,2023,1,27,20,2,9.5,0.44166666666666665,1.8421052631578947,attending live music concert tonight,0.13636363636363635,0.5,0.0,neutral,20,4,1,0,-0.8660254037844386,0.5000000000000001,0
38,39, Practicing mindfulness with meditation.            , Positive  ,2023-01-27 12:30:00, MindfulMoments, Twitter  , #Mindfulness #Meditation               ,15.0,30.0, India    ,2023,1,27,12,2,11.5,0.375,1.875,practicing mindfulness meditation,0.0,0.0,0.0,neutral,12,4,1,0,1.2246467991473532e-16,-1.0,0
39,40, Trying out a new dessert recipe.                   , Positive  ,2023-01-27 16:10:00, DessertExplorer, Facebook , #Dessert #Cooking                      ,12.0,25.0, Canada ,2023,1,27,16,2,8.0,0.30833333333333335,1.9230769230769231,trying new dessert recipe,0.13636363636363635,0.45454545454545453,0.0,neutral,16,4,1,0,-0.8660254037844385,-0.5000000000000004,0
40,41, Excited about the upcoming gaming tournament.      , Positive  ,2023-01-28 09:00:00, GamingEnthusiast, Instagram , #Gaming #Tournament                     ,30.0,60.0,USA,2023,1,28,9,2,9.0,0.75,1.935483870967742,excited upcoming gaming tournament,0.375,0.75,0.34,positive,9,5,1,1,0.7071067811865476,-0.7071067811865475,1
41,42, Planning a garden makeover for spring.             , Positive  ,2023-01-28 14:45:00, GardenPlanner , Twitter  , #Gardening #Spring                     ,25.0,50.0, USA      ,2023,1,28,14,2,8.5,0.625,1.9230769230769231,planning garden makeover spring,0.0,0.0,0.0,neutral,14,5,1,1,-0.4999999999999997,-0.8660254037844388,0
42,43, Celebrating a friend's birthday tonight! 🎂       , Positive  ,2023-01-28 19:30:00, BirthdayBash , Facebook , #Birthday #Celebration                  ,15.0,30.0, UK ,2023,1,28,19,2,10.5,0.375,1.875,celebrating friend birthday tonight,0.0,0.0,0.6114,positive,19,5,1,1,-0.9659258262890684,0.2588190451025203,0
43,44, Feeling accomplished after a productive day.       , Positive  ,2023-01-29 17:00:00, ProductivityWin, Instagram , #Accomplished #Success               ,22.0,45.0, India ,2023,1,29,17,2,10.5,0.5583333333333333,1.9565217391304348,feeling accomplished productive day,0.2,0.5,0.5267,positive,17,6,1,1,-0.9659258262890683,-0.25881904510252063,0
44,45, A cozy evening with a good movie.                 , Positive  ,2023-01-29 20:20:00, MovieNight   , Twitter  , #CozyNight #MovieTime                   ,18.0,35.0, Canada   ,2023,1,29,20,2,10.0,0.44166666666666665,1.8421052631578947,cozy evening good movie,0.25,0.675,0.4404,positive,20,6,1,1,-0.8660254037844386,0.5000000000000001,0
45,46, Exploring local art galleries this weekend.        , Positive  ,2023-01-30 11:30:00, ArtExplorer  , Facebook , #Art #GalleryExplore                    ,15.0,30.0, USA      ,2023,1,30,11,2,9.5,0.375,1.875,exploring local art gallery weekend,0.0,0.0,0.0,neutral,11,0,1,0,0.258819045102521,-0.9659258262890682,0
46,47, New book release from my favorite author!          , Positive  ,2023-01-30 15:45:00, BookwormX    , Instagram , #BookRelease #FavoriteAuthor           ,12.0,25.0, UK   ,2023,1,30,15,2,13.5,0.30833333333333335,1.9230769230769231,new book release favorite author,0.3181818181818182,0.7272727272727273,0.5093,positive,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0
47,48, Attending a virtual reality meetup.                , Positive  ,2023-01-30 18:30:00, VRMeetup     , Twitter  , #VRMeetup #VirtualReality               ,28.0,55.0, India    ,2023,1,30,18,2,12.0,0.6916666666666667,1.896551724137931,attending virtual reality meetup,0.0,0.0,0.0,neutral,18,0,1,0,-1.0,-1.8369701987210297e-16,0
48,49, Reflecting on the beauty of nature.                , Positive  ,2023-01-31 10:45:00, NatureLover  , Facebook , #Nature #Reflection                     ,15.0,30.0, Australia ,2023,1,31,10,2,9.0,0.375,1.875,reflecting beauty nature,0.0,0.0,0.5859,positive,10,1,1,0,0.49999999999999994,-0.8660254037844387,0
49,50, Cooking a special dinner for loved ones.           , Positive  ,2023-01-31 19:00:00, ChefAtHome   , Instagram , #Cooking #SpecialDinner                ,20.0,40.0, USA       ,2023,1,31,19,2,11.0,0.5,1.9047619047619047,cooking special dinner loved one,0.5285714285714286,0.6857142857142857,0.765,positive,19,1,1,0,-0.9659258262890684,0.2588190451025203,0
50,51, Feeling optimistic about the week ahead.           , Positive  ,2023-01-31 16:20:00, OptimisticMindset, Twitter  , #Optimism #NewWeek                     ,15.0,30.0, Canada   ,2023,1,31,16,2,8.5,0.375,1.875,feeling optimistic week ahead,0.0,0.0,0.4215,positive,16,1,1,0,-0.8660254037844385,-0.5000000000000004,0
51,52, Starting a new fitness challenge tomorrow! 💪     , Positive  ,2023-02-01 08:00:00, FitnessChallenge, Facebook , #FitnessChallenge #NewBeginnings       ,22.0,45.0, UK         ,2023,2,1,8,2,15.5,0.5583333333333333,1.9565217391304348,starting new fitness challenge tomorrow,0.06818181818181818,0.2772727272727273,0.4003,positive,8,2,2,0,0.8660254037844387,-0.4999999999999998,0
52,53, Sunday bike ride through scenic trails.           , Positive  ,2023-02-01 13:30:00, BikeExplorer  , Instagram , #BikeRide #ScenicTrails                ,18.0,35.0, USA     ,2023,2,1,13,2,11.0,0.44166666666666665,1.8421052631578947,sunday bike ride scenic trail,0.0,0.0,0.0,neutral,13,2,2,0,-0.2588190451025208,-0.9659258262890683,0
53,55, Can't believe the injustice happening in our society., Anger        ,2023-02-11 09:30:00, SocialJustice   , Twitter  , #Injustice #Angry                            ,20.0,40.0, Canada     ,2023,2,11,9,2,8.0,0.5,1.9047619047619047,cant believe injustice happening society,0.0,0.0,0.4585,positive,9,5,2,1,0.7071067811865476,-0.7071067811865475,0
54,56, Feeling a sense of fear after watching a thriller movie. , Fear         ,2023-02-11 21:15:00, ThrillerFan     , Instagram , #Fear #ThrillerMovie                         ,15.0,30.0, USA          ,2023,2,11,21,2,9.5,0.375,1.875,feeling sense fear watching thriller movie,0.0,0.0,-0.3182,negative,21,5,2,1,-0.7071067811865477,0.7071067811865474,0
55,57, Heartbroken after hearing the news about a natural disaster. , Sadness      ,2023-02-12 14:45:00, EmpathyFirst    , Facebook , #Sadness #NaturalDisaster                    ,25.0,50.0, India      ,2023,2,12,14,2,12.0,0.625,1.9230769230769231,heartbroken hearing news natural disaster,0.1,0.4,-0.7845,negative,14,6,2,1,-0.4999999999999997,-0.8660254037844388,0
56,58, The state of the world's environment is just disgusting. , Disgust      ,2023-02-12 18:20:00, EcoAwareness    , Twitter  , #Disgust #Environment                        ,18.0,35.0, UK         ,2023,2,12,18,2,10.0,0.44166666666666665,1.8421052631578947,state world environment disgusting,-1.0,1.0,-0.5267,negative,18,6,2,1,-1.0,-1.8369701987210297e-16,0
57,59, Pure happiness: celebrating a loved one's achievement! , Happiness    ,2023-02-13 10:00:00, ProudFriend     , Instagram , #Happiness #Celebration                   ,30.0,60.0, USA ,2023,2,13,10,2,11.0,0.75,1.935483870967742,pure happiness celebrating loved one achievement,0.5380952380952381,0.5,0.9098,positive,10,0,2,0,0.49999999999999994,-0.8660254037844387,1
58,60, Laughter is the best medicine—enjoying a comedy show. , Joy          ,2023-02-13 19:30:00, ComedyFan       , Facebook , #Joy #ComedyShow                             ,22.0,45.0, Canada    ,2023,2,13,19,2,7.5,0.5583333333333333,1.9565217391304348,laughter best medicineenjoying comedy show,1.0,0.3,0.872,positive,19,0,2,0,-0.9659258262890684,0.2588190451025203,0
59,61, Sharing love and positive vibes with everyone! ❤️      , Love         ,2023-02-14 08:30:00, LoveSpreader    , Twitter  , #Love #SpreadLove                            ,15.0,30.0, Australia  ,2023,2,14,8,2,8.0,0.375,1.875,sharing love positive vibe everyone,0.36363636363636365,0.5727272727272728,0.8977,positive,8,1,2,0,0.8660254037844387,-0.4999999999999998,0
60,62, An amusing incident brightened up my day!               , Amusement    ,2023-02-14 14:20:00, AmusedSoul      , Instagram , #Amusement #FunTimes                         ,18.0,35.0, UK           ,2023,2,14,14,2,9.5,0.44166666666666665,1.8421052631578947,amusing incident brightened day,0.6,1.0,0.7177,positive,14,1,2,0,-0.4999999999999997,-0.8660254037844388,0
61,63, Enjoying a quiet evening with a book and some tea.      , Enjoyment    ,2023-02-14 19:45:00, BookLoverAgain  , Facebook , #Enjoyment #BookTime                         ,25.0,50.0, Canada       ,2023,2,14,19,2,9.5,0.625,1.9230769230769231,enjoying quiet evening book tea,0.25,0.4666666666666667,0.5267,positive,19,1,2,0,-0.9659258262890684,0.2588190451025203,0
62,64, Admiring the beauty of nature during a peaceful hike.   , Admiration   ,2023-02-15 11:30:00, NatureAdmirer   , Twitter  , #Admiration #Nature                         ,20.0,40.0, USA       ,2023,2,15,11,2,9.0,0.5,1.9047619047619047,admiring beauty nature peaceful hike,0.25,0.5,0.8625,positive,11,2,2,0,0.258819045102521,-0.9659258262890682,0
63,65, Sending affectionate vibes to all my followers!          , Affection    ,2023-02-15 16:00:00, AffectionSender , Instagram , #Affection #PositiveVibes                   ,15.0,30.0,USA,2023,2,15,16,2,12.0,0.375,1.875,sending affectionate vibe follower,0.0,0.0,0.4926,positive,16,2,2,0,-0.8660254037844385,-0.5000000000000004,0
64,66, Experiencing awe at the breathtaking sunset.            , Awe          ,2023-02-15 20:30:00, AweStruck       , Facebook , #Awe #Breathtaking                          ,22.0,45.0, Australia   ,2023,2,15,20,2,8.5,0.5583333333333333,1.9565217391304348,experiencing awe breathtaking sunset,1.0,1.0,0.4588,positive,20,2,2,0,-0.8660254037844386,0.5000000000000001,0
65,67, Disappointed with the service at a local restaurant.    , Disappointed ,2023-02-16 09:00:00, FoodieGoneWrong , Twitter  , #Disappointed #BadService                   ,18.0,35.0, India      ,2023,2,16,9,2,12.0,0.44166666666666665,1.8421052631578947,disappointed service local restaurant,-0.375,0.375,-0.4767,negative,9,3,2,0,0.7071067811865476,-0.7071067811865475,0
66,68, A surprise gift from a friend made my day!              , Surprise     ,2023-02-16 14:45:00, HappySurprise   , Instagram , #Surprise #Gift                              ,25.0,50.0, USA          ,2023,2,16,14,2,7.0,0.625,1.9230769230769231,surprise gift friend made day,0.0,0.0,0.8172,positive,14,3,2,0,-0.4999999999999997,-0.8660254037844388,0
67,69, Finding acceptance in the midst of life's challenges.   , Acceptance   ,2023-02-16 18:20:00, AcceptanceSeeker, Facebook , #Acceptance #Challenges                     ,15.0,30.0, Canada     ,2023,2,16,18,2,11.0,0.375,1.875,finding acceptance midst life challenge,0.0,0.0,0.5106,positive,18,3,2,0,-1.0,-1.8369701987210297e-16,0
68,70, Overflowing with adoration for my adorable pet! 🐾      , Adoration    ,2023-02-17 10:45:00, PetAdorer       , Twitter  , #Adoration #PetLove                         ,22.0,45.0, UK        ,2023,2,17,10,2,9.0,0.5583333333333333,1.9565217391304348,overflowing adoration adorable pet,0.5,1.0,0.8122,positive,10,4,2,0,0.49999999999999994,-0.8660254037844387,0
69,71, Anticipating a thrilling adventure in the coming weeks. , Anticipation ,2023-02-17 07:30:00, AdventureAwaits  , Instagram , #Anticipation #Adventure                    ,20.0,40.0,USA,2023,2,17,7,2,11.5,0.5,1.9047619047619047,anticipating thrilling adventure coming week,0.25,1.0,0.6597,positive,7,4,2,0,0.9659258262890683,-0.25881904510252063,0
70,72, A bitter experience turned into a valuable lesson.      , Bitter       ,2023-02-17 15:00:00, LearnFromBitter , Facebook , #BitterLesson #Growth                      ,18.0,35.0, USA       ,2023,2,17,15,2,10.0,0.44166666666666665,1.8421052631578947,bitter experience turned valuable lesson,-0.1,0.5,0.0772,positive,15,4,2,0,-0.7071067811865471,-0.7071067811865479,0
71,73, Finding calmness in the midst of a busy day.            , Calmness     ,2023-02-18 09:30:00, ZenMaster       , Twitter  , #Calmness #PeacefulMind                    ,15.0,30.0, India     ,2023,2,18,9,2,11.0,0.375,1.875,finding calmness midst busy day,0.1,0.3,0.4019,positive,9,5,2,1,0.7071067811865476,-0.7071067811865475,0
72,74, Confusion clouds my mind as I navigate through decisions., Confusion    ,2023-02-18 14:20:00, ConfusedMind    , Instagram , #Confusion #DecisionMaking                 ,25.0,50.0, UK   ,2023,2,18,14,2,12.5,0.625,1.9230769230769231,confusion cloud mind navigate decision,0.0,0.0,-0.296,negative,14,5,2,1,-0.4999999999999997,-0.8660254037844388,0
73,75, Excitement building up for the upcoming vacation!       , Excitement   ,2023-02-18 18:45:00, VacationDreamer , Facebook , #Excitement #TravelPlans                   ,22.0,45.0, Canada    ,2023,2,18,18,2,11.5,0.5583333333333333,1.9565217391304348,excitement building upcoming vacation,0.0,0.0,0.5411,positive,18,5,2,1,-1.0,-1.8369701987210297e-16,0
74,76, Kindness witnessed today restored my faith in humanity. , Kind         ,2023-02-19 11:30:00, KindnessPrevails, Twitter  , #Kindness #Humanity                        ,20.0,40.0, USA       ,2023,2,19,11,2,9.0,0.5,1.9047619047619047,kindness witnessed today restored faith humanity,0.0,0.0,0.802,positive,11,6,2,1,0.258819045102521,-0.9659258262890682,0
75,77, Pride in achieving a personal milestone.               , Pride        ,2023-02-19 16:00:00, PersonalAchiever, Instagram , #Pride #Milestone                           ,30.0,60.0, Australia    ,2023,2,19,16,2,8.0,0.75,1.935483870967742,pride achieving personal milestone,0.0,0.3,0.34,positive,16,6,2,1,-0.8660254037844385,-0.5000000000000004,1
76,78, A moment of shame for not standing up against injustice. , Shame        ,2023-02-19 19:45:00, ReflectiveSelf  , Facebook , #Shame #Injustice                           ,15.0,30.0, India      ,2023,2,19,19,2,8.0,0.375,1.875,moment shame standing injustice,0.0,0.0,-0.7783,negative,19,6,2,1,-0.9659258262890684,0.2588190451025203,0
77,79, Fuming with anger after a heated argument.            , Anger        ,2023-02-20 09:30:00, AngryDebater    , Twitter  , #Anger #Argument                             ,20.0,40.0, Canada     ,2023,2,20,9,2,7.5,0.5,1.9047619047619047,fuming anger heated argument,-0.7,0.2,-0.872,negative,9,0,2,0,0.7071067811865476,-0.7071067811865475,0
78,80, The fear of the unknown is keeping me up at night.    , Fear         ,2023-02-20 21:15:00, FearfulDreamer  , Instagram , #Fear #Unknown                               ,15.0,30.0, USA          ,2023,2,20,21,2,6.5,0.375,1.875,fear unknown keeping night,-0.1,0.6,-0.4939,negative,21,0,2,0,-0.7071067811865477,0.7071067811865474,0
79,81, Heartfelt sadness after bidding farewell to a dear friend. , Sadness      ,2023-02-21 14:45:00, FarewellHeart   , Facebook , #Sadness #Farewell                          ,25.0,50.0, India      ,2023,2,21,14,2,8.5,0.625,1.9230769230769231,heartfelt sadness bidding farewell dear friend,0.0,1.0,0.7506,positive,14,1,2,0,-0.4999999999999997,-0.8660254037844388,0
80,82, The state of corruption in our society is utterly disgusting. , Disgust      ,2023-02-21 18:20:00, AntiCorruption  , Twitter  , #Disgust #Corruption                         ,18.0,35.0, UK         ,2023,2,21,18,2,9.5,0.44166666666666665,1.8421052631578947,state corruption society utterly disgusting,-1.0,1.0,-0.5709,negative,18,1,2,0,-1.0,-1.8369701987210297e-16,0
